Name,Prop,Line,Team,Opponent,Per_Min_Avg,Per_Min_L5,Per_Min_L10,Variance,Confidence%,Samples,Injury_Status,Injury_Multiplier,Matchup_Rank,Matchup_Scalar,Expected_Minutes
Rasmus Dahlin,o0.5 Assists,0,BUF,BOS,0.0004,0.0004,0.0004,0,5,1,Available,1,1,0.96875,80000
Jason Zucker,o0.5 Points,0,BUF,BOS,NaN,NaN,NaN,NaN,NaN,1,Available,1,15,0.5,32
Josh Doan,o0.5 Points,0,BUF,BOS,NaN,NaN,NaN,NaN,NaN,1,Available,1,15,0.5,32
Jack Quinn,o0.5 Points,0,BUF,BOS,NaN,NaN,NaN,NaN,NaN,1,Available,1,15,0.5,32
Mikhail Sergachev,o0.5 Assists,0,UTA,VGK,0.0004,0.0004,0.0004,0,5,1,Available,1,25,0.21875,80000
Nick Suzuki,o0.5 Powerplay Points,0,MTL,TB,NaN,NaN,NaN,NaN,NaN,1,Available,1,15,0.5,32
Bowen Byram,o0.5 Points,0,BUF,BOS,NaN,NaN,NaN,NaN,NaN,1,Available,1,15,0.5,32
Dylan Guenther,o0.5 Goals,0,UTA,VGK,0.0003,0.0003,0.0003,0,5,1,Available,1,25,0.21875,106667
Jack Eichel,o1.5 Points,0,VGK,UTA,NaN,NaN,NaN,NaN,NaN,1,Available,1,15,0.5,32
Mark Stone,o0.5 Goals,0,VGK,UTA,0.0003,0.0003,0.0003,0,5,1,Available,1,29,0.09375,106667
Morgan Geekie,o0.5 Goals,0,BOS,BUF,0.0003,0.0003,0.0003,0,5,1,Available,1,20,0.375,106667
Tomas Hertl,o0.5 Assists,0,VGK,UTA,0.0004,0.0004,0.0004,0,5,1,Available,1,29,0.09375,80000
Dylan Guenther,o0.5 Assists,0,UTA,VGK,0.0004,0.0004,0.0004,0,5,1,Available,1,25,0.21875,80000
MacKenzie Weegar,o0.5 Points,0,UTA,VGK,NaN,NaN,NaN,NaN,NaN,1,Available,1,15,0.5,32
Jason Zucker,o0.5 Assists,0,BUF,BOS,0.0004,0.0004,0.0004,0,5,1,Available,1,1,0.96875,80000
Lawson Crouse,o0.5 Goals,0,UTA,VGK,0.0003,0.0003,0.0003,0,5,1,Available,1,25,0.21875,106667
Jack Eichel,o1.5 Assists,0,VGK,UTA,0.0004,0.0004,0.0004,0,5,1,Available,1,29,0.09375,80000
Charlie McAvoy,o0.5 Points,0,BOS,BUF,NaN,NaN,NaN,NaN,NaN,1,Available,1,15,0.5,32
Charlie McAvoy,o0.5 Assists,0,BOS,BUF,0.0004,0.0004,0.0004,0,5,1,Available,1,20,0.375,80000
Brayden Point,o0.5 Points,0,TB,MTL,NaN,NaN,NaN,NaN,NaN,1,Available,1,15,0.5,32
Ryan McLeod,o0.5 Points,0,BUF,BOS,NaN,NaN,NaN,NaN,NaN,1,Available,1,15,0.5,32
Shea Theodore,o0.5 Points,0,VGK,UTA,NaN,NaN,NaN,NaN,NaN,1,Available,1,15,0.5,32
Nick Schmaltz,o0.5 Assists,0,UTA,VGK,0.0004,0.0004,0.0004,0,5,1,Available,1,25,0.21875,80000
Tage Thompson,o0.5 Assists,0,BUF,BOS,0.0004,0.0004,0.0004,0,5,1,Available,1,1,0.96875,80000
Pavel Zacha,o0.5 Assists,0,BOS,BUF,0.0004,0.0004,0.0004,0,5,1,Available,1,20,0.375,80000
Joshua Norris,o0.5 Assists,0,BUF,BOS,0.0004,0.0004,0.0004,0,5,1,Available,1,1,0.96875,80000
Alex Tuch,o0.5 Assists,0,BUF,BOS,0.0004,0.0004,0.0004,0,5,1,Available,1,1,0.96875,80000
Brandon Hagel,o1.5 Points,0,TB,MTL,NaN,NaN,NaN,NaN,NaN,1,Available,1,15,0.5,32
Pavel Dorofeyev,o0.5 Goals,0,VGK,UTA,0.0003,0.0003,0.0003,0,5,1,Available,1,29,0.09375,106667
Clayton Keller,o1.5 Points,0,UTA,VGK,NaN,NaN,NaN,NaN,NaN,1,Available,1,15,0.5,32
Jake Guentzel,o0.5 Powerplay Points,0,TB,MTL,NaN,NaN,NaN,NaN,NaN,1,Available,1,15,0.5,32
Bowen Byram,o0.5 Assists,0,BUF,BOS,0.0004,0.0004,0.0004,0,5,1,Available,1,1,0.96875,80000
Jack Eichel,o0.5 Powerplay Points,0,VGK,UTA,NaN,NaN,NaN,NaN,NaN,1,Available,1,15,0.5,32
Josh Doan,o0.5 Assists,0,BUF,BOS,0.0004,0.0004,0.0004,0,5,1,Available,1,1,0.96875,80000
MacKenzie Weegar,o0.5 Assists,0,UTA,VGK,0.0004,0.0004,0.0004,0,5,1,Available,1,25,0.21875,80000
Clayton Keller,o1.5 Assists,0,UTA,VGK,0.0004,0.0004,0.0004,0,5,1,Available,1,25,0.21875,80000
Ivan Demidov,o0.5 Points,0,MTL,TB,NaN,NaN,NaN,NaN,NaN,1,Available,1,15,0.5,32
Nikita Kucherov,o1.5 Points,0,TB,MTL,NaN,NaN,NaN,NaN,NaN,1,Available,1,15,0.5,32
Mark Stone,o0.5 Assists,0,VGK,UTA,0.0004,0.0004,0.0004,0,5,1,Available,1,29,0.09375,80000
Elias Lindholm,o0.5 Points,0,BOS,BUF,NaN,NaN,NaN,NaN,NaN,1,Available,1,15,0.5,32
Casey Mittelstadt,o0.5 Points,0,BOS,BUF,NaN,NaN,NaN,NaN,NaN,1,Available,1,15,0.5,32
Cole Caufield,o0.5 Assists,0,MTL,TB,0.0004,0.0004,0.0004,0,5,1,Available,1,21,0.34375,80000
Nikita Kucherov,o0.5 Powerplay Points,0,TB,MTL,NaN,NaN,NaN,NaN,NaN,1,Available,1,15,0.5,32
Ryan McLeod,o0.5 Assists,0,BUF,BOS,0.0004,0.0004,0.0004,0,5,1,Available,1,1,0.96875,80000
David Pastrnak,o0.5 Powerplay Points,0,BOS,BUF,NaN,NaN,NaN,NaN,NaN,1,Available,1,15,0.5,32
David Pastrnak,o1.5 Points,0,BOS,BUF,NaN,NaN,NaN,NaN,NaN,1,Available,1,15,0.5,32
Jake Guentzel,o1.5 Points,0,TB,MTL,NaN,NaN,NaN,NaN,NaN,1,Available,1,15,0.5,32
Nick Suzuki,o1.5 Points,0,MTL,TB,NaN,NaN,NaN,NaN,NaN,1,Available,1,15,0.5,32
Jack Quinn,o0.5 Assists,0,BUF,BOS,0.0004,0.0004,0.0004,0,5,1,Available,1,1,0.96875,80000
J.J. Moser,o0.5 Points,0,TB,MTL,NaN,NaN,NaN,NaN,NaN,1,Available,1,15,0.5,32
Logan Cooley,o0.5 Assists,0,UTA,VGK,0.0004,0.0004,0.0004,0,5,1,Available,1,25,0.21875,80000
Juraj Slafkovský,o0.5 Powerplay Points,0,MTL,TB,NaN,NaN,NaN,NaN,NaN,1,Available,1,15,0.5,32
Jack Eichel,o0.5 Goals,0,VGK,UTA,0.0003,0.0003,0.0003,0,5,1,Available,1,29,0.09375,106667
Logan Cooley,o0.5 Goals,0,UTA,VGK,0.0003,0.0003,0.0003,0,5,1,Available,1,25,0.21875,106667
Hampus Lindholm,o0.5 Points,0,BOS,BUF,NaN,NaN,NaN,NaN,NaN,1,Available,1,15,0.5,32
Pavel Zacha,o0.5 Goals,0,BOS,BUF,0.0003,0.0003,0.0003,0,5,1,Available,1,20,0.375,106667
Ivan Barbashev,o0.5 Goals,0,VGK,UTA,0.0003,0.0003,0.0003,0,5,1,Available,1,29,0.09375,106667
Nick Schmaltz,o0.5 Goals,0,UTA,VGK,0.0003,0.0003,0.0003,0,5,1,Available,1,25,0.21875,106667
Mitch Marner,o0.5 Powerplay Points,0,VGK,UTA,NaN,NaN,NaN,NaN,NaN,1,Available,1,15,0.5,32
Josh Anderson,o0.5 Points,0,MTL,TB,NaN,NaN,NaN,NaN,NaN,1,Available,1,15,0.5,32
Dylan Guenther,o1.5 Points,0,UTA,VGK,NaN,NaN,NaN,NaN,NaN,1,Available,1,15,0.5,32
Juraj Slafkovský,o1.5 Points,0,MTL,TB,NaN,NaN,NaN,NaN,NaN,1,Available,1,15,0.5,32
Joshua Norris,o0.5 Goals,0,BUF,BOS,0.0003,0.0003,0.0003,0,5,1,Available,1,1,0.96875,106667
Nick Schmaltz,o1.5 Points,0,UTA,VGK,NaN,NaN,NaN,NaN,NaN,1,Available,1,15,0.5,32
Brett Howden,o0.5 Goals,0,VGK,UTA,0.0003,0.0003,0.0003,0,5,1,Available,1,29,0.09375,106667
Alex Tuch,o1.5 Points,0,BUF,BOS,NaN,NaN,NaN,NaN,NaN,1,Available,1,15,0.5,32
Anthony Cirelli,o0.5 Points,0,TB,MTL,NaN,NaN,NaN,NaN,NaN,1,Available,1,15,0.5,32
Darren Raddysh,o0.5 Assists,0,TB,MTL,0.0004,0.0004,0.0004,0,5,1,Available,1,17,0.46875,80000
Tage Thompson,o0.5 Goals,0,BUF,BOS,0.0003,0.0003,0.0003,0,5,1,Available,1,1,0.96875,106667
Brandon Hagel,o0.5 Assists,0,TB,MTL,0.0004,0.0004,0.0004,0,5,1,Available,1,17,0.46875,80000
Shea Theodore,o0.5 Assists,0,VGK,UTA,0.0004,0.0004,0.0004,0,5,1,Available,1,29,0.09375,80000
Nikita Kucherov,o1.5 Assists,0,TB,MTL,0.0004,0.0004,0.0004,0,5,1,Available,1,17,0.46875,80000
Mark Stone,o1.5 Points,0,VGK,UTA,NaN,NaN,NaN,NaN,NaN,1,Available,1,15,0.5,32
David Pastrnak,o0.5 Goals,0,BOS,BUF,0.0003,0.0003,0.0003,0,5,1,Available,1,20,0.375,106667
Casey Mittelstadt,o0.5 Assists,0,BOS,BUF,0.0004,0.0004,0.0004,0,5,1,Available,1,20,0.375,80000
J.J. Moser,o0.5 Assists,0,TB,MTL,0.0004,0.0004,0.0004,0,5,1,Available,1,17,0.46875,80000
Josh Doan,o0.5 Goals,0,BUF,BOS,0.0003,0.0003,0.0003,0,5,1,Available,1,1,0.96875,106667
Tage Thompson,o1.5 Points,0,BUF,BOS,NaN,NaN,NaN,NaN,NaN,1,Available,1,15,0.5,32
Hampus Lindholm,o0.5 Assists,0,BOS,BUF,0.0004,0.0004,0.0004,0,5,1,Available,1,20,0.375,80000
Rasmus Dahlin,o1.5 Points,0,BUF,BOS,NaN,NaN,NaN,NaN,NaN,1,Available,1,15,0.5,32
Elias Lindholm,o0.5 Goals,0,BOS,BUF,0.0003,0.0003,0.0003,0,5,1,Available,1,20,0.375,106667
Lawson Crouse,o0.5 Assists,0,UTA,VGK,0.0004,0.0004,0.0004,0,5,1,Available,1,25,0.21875,80000
Nick Suzuki,o1.5 Assists,0,MTL,TB,0.0004,0.0004,0.0004,0,5,1,Available,1,21,0.34375,80000
Brandon Hagel,o0.5 Powerplay Points,0,TB,MTL,NaN,NaN,NaN,NaN,NaN,1,Available,1,15,0.5,32
Logan Cooley,o1.5 Points,0,UTA,VGK,NaN,NaN,NaN,NaN,NaN,1,Available,1,15,0.5,32
Ivan Demidov,o0.5 Assists,0,MTL,TB,0.0004,0.0004,0.0004,0,5,1,Available,1,21,0.34375,80000
Mike Matheson,o0.5 Points,0,MTL,TB,NaN,NaN,NaN,NaN,NaN,1,Available,1,15,0.5,32
Mike Matheson,o0.5 Assists,0,MTL,TB,0.0004,0.0004,0.0004,0,5,1,Available,1,21,0.34375,80000
Charlie McAvoy,o0.5 Powerplay Points,0,BOS,BUF,NaN,NaN,NaN,NaN,NaN,1,Available,1,15,0.5,32
Anthony Cirelli,o0.5 Assists,0,TB,MTL,0.0004,0.0004,0.0004,0,5,1,Available,1,17,0.46875,80000
Cole Caufield,o1.5 Points,0,MTL,TB,NaN,NaN,NaN,NaN,NaN,1,Available,1,15,0.5,32
Morgan Geekie,o0.5 Assists,0,BOS,BUF,0.0004,0.0004,0.0004,0,5,1,Available,1,20,0.375,80000
Clayton Keller,o0.5 Goals,0,UTA,VGK,0.0003,0.0003,0.0003,0,5,1,Available,1,25,0.21875,106667
Lane Hutson,o1.5 Points,0,MTL,TB,NaN,NaN,NaN,NaN,NaN,1,Available,1,15,0.5,32
Rasmus Dahlin,o0.5 Powerplay Points,0,BUF,BOS,NaN,NaN,NaN,NaN,NaN,1,Available,1,15,0.5,32
Lane Hutson,o1.5 Assists,0,MTL,TB,0.0004,0.0004,0.0004,0,5,1,Available,1,21,0.34375,80000
Mitch Marner,o1.5 Points,0,VGK,UTA,NaN,NaN,NaN,NaN,NaN,1,Available,1,15,0.5,32
Nikita Kucherov,o2.5 Points,0,TB,MTL,NaN,NaN,NaN,NaN,NaN,1,Available,1,15,0.5,32
Brayden Point,o1.5 Points,0,TB,MTL,NaN,NaN,NaN,NaN,NaN,1,Available,1,15,0.5,32
Clayton Keller,u0.5 Goals,0,UTA,VGK,0.0003,0.0003,0.0003,0,5,1,Available,1,25,0.21875,106667
David Pastrnak,u0.5 Goals,0,BOS,BUF,0.0003,0.0003,0.0003,0,5,1,Available,1,20,0.375,106667
Tage Thompson,u0.5 Goals,0,BUF,BOS,0.0003,0.0003,0.0003,0,5,1,Available,1,1,0.96875,106667
Nick Schmaltz,u0.5 Goals,0,UTA,VGK,0.0003,0.0003,0.0003,0,5,1,Available,1,25,0.21875,106667
Logan Cooley,u0.5 Goals,0,UTA,VGK,0.0003,0.0003,0.0003,0,5,1,Available,1,25,0.21875,106667
Jack Eichel,u0.5 Goals,0,VGK,UTA,0.0003,0.0003,0.0003,0,5,1,Available,1,29,0.09375,106667
Pavel Dorofeyev,u0.5 Goals,0,VGK,UTA,0.0003,0.0003,0.0003,0,5,1,Available,1,29,0.09375,106667
Jake Guentzel,u0.5 Goals,0,TB,MTL,0.0003,0.0003,0.0003,0,5,1,Available,1,17,0.46875,106667
Morgan Geekie,u0.5 Goals,0,BOS,BUF,0.0003,0.0003,0.0003,0,5,1,Available,1,20,0.375,106667
Mark Stone,u0.5 Goals,0,VGK,UTA,0.0003,0.0003,0.0003,0,5,1,Available,1,29,0.09375,106667
Dylan Guenther,u0.5 Goals,0,UTA,VGK,0.0003,0.0003,0.0003,0,5,1,Available,1,25,0.21875,106667
Alex Tuch,u0.5 Goals,0,BUF,BOS,0.0003,0.0003,0.0003,0,5,1,Available,1,1,0.96875,106667
